Found 803 typosquatting victims from the dataset.
Time to generate candidates for font_assets: 0:00:00.277824
Time to generate candidates for benchmark-plot: 0:00:00.323796
Time to generate candidates for bbs_uploader: 0:00:00.312866
Time to generate candidates for aws-s3-deploy: 0:00:00.338309
Time to generate candidates for aws-codedeploy-agent: 0:00:00.302778
Time to generate candidates for auto-deploy-test: 0:00:00.278599
Time to generate candidates for api_deploy: 0:00:00.273534
Time to generate candidates for amoeba_deploy_tools: 0:00:00.299043
Time to generate candidates for batch-rails: 0:00:00.325988
Time to generate candidates for active_explorer: 0:00:00.296389
Time to generate candidates for batch_insert: 0:00:00.316498
Time to generate candidates for catarse_paypal_express: 0:00:00.272949
Time to generate candidates for cafepress_api: 0:00:00.317859
Time to generate candidates for bunto-press: 0:00:00.287441
Time to generate candidates for activerecord-postgresql-expression: 0:00:00.279316
Time to generate candidates for active_press: 0:00:00.296502
Time to generate candidates for resque_stuck_queue: 0:00:00.268102
Time to generate candidates for drupal_fu: 0:00:00.311924
Time to generate candidates for capistrano3-drupal: 0:00:00.285605
Time to generate candidates for git_team_stats: 0:00:00.280369
Time to generate candidates for commandsy-plugin: 0:00:00.256473
Time to generate candidates for cocoapods-icemobile-plugin: 0:00:00.308581
Time to generate candidates for alphabet-rocker: 0:00:00.365854
Time to generate candidates for bosh-plugin-generator: 0:00:00.297786
Time to generate candidates for brightbox-boxgrinder-plugins: 0:00:00.262510
Time to generate candidates for audio_mixer-sox: 0:00:00.253647
Time to generate candidates for batman-rails: 0:00:00.290911
Time to generate candidates for font-league: 0:00:00.329716
Time to generate candidates for alphabetic_paginate: 0:00:00.309892
Time to generate candidates for spider-node: 0:00:00.275675
Time to generate candidates for archive_uploader: 0:00:00.268447
Time to generate candidates for app_logger: 0:00:00.301633
Time to generate candidates for selenium_spider: 0:00:00.269644
Time to generate candidates for ar-find-in-batches-with-order: 0:00:00.327353
Time to generate candidates for batch_actions: 0:00:00.307586
Time to generate candidates for administrate-field-password: 0:00:00.316909
Time to generate candidates for acts_as_keywordable: 0:00:00.294326
Time to generate candidates for arb_spider: 0:00:00.267977
Time to generate candidates for apress-changelogger: 0:00:00.271939
Time to generate candidates for royal_mail_scraper: 0:00:00.283633
Time to generate candidates for stuck_it_up: 0:00:00.279557
Time to generate candidates for spider_monkey: 0:00:00.298745
Time to generate candidates for backstop-deploys: 0:00:00.317971
Time to generate candidates for royal_mail_api: 0:00:00.284305
Time to generate candidates for battle-on: 0:00:00.298220
Time to generate candidates for battery_growl: 0:00:00.297890
Time to generate candidates for battering_ram: 0:00:00.288025
Time to generate candidates for beta_tools: 0:00:00.293427
Time to generate candidates for spider_bot: 0:00:00.335659
Time to generate candidates for awesome_print_carrier_wave_uploader: 0:00:00.283728
Time to generate candidates for dradis-ntospider: 0:00:00.284205
Time to generate candidates for beta_invites: 0:00:00.306111
Time to generate candidates for adwords_scraper: 0:00:00.285027
Time to generate candidates for bedrock-capistrano-uploads: 0:00:00.267724
Time to generate candidates for active_record_samplooper: 0:00:00.309611
Time to generate candidates for app-deployer: 0:00:00.316125
Time to generate candidates for lines_mixer: 0:00:00.304396
Time to generate candidates for aws_upload: 0:00:00.272628
Time to generate candidates for language_mixer: 0:00:00.281116
Time to generate candidates for font-roboto-rails: 0:00:00.279121
Time to generate candidates for aws_blue_green_deploy: 0:00:00.272928
Time to generate candidates for batched_query: 0:00:00.277263
Time to generate candidates for speed_spider: 0:00:00.282222
Time to generate candidates for asset_uploader: 0:00:00.279704
Time to generate candidates for movie_spider: 0:00:00.272179
Time to generate candidates for murmuring_spider: 0:00:00.295445
Time to generate candidates for batch_audio_convert: 0:00:00.338869
Time to generate candidates for secondhand-spider: 0:00:00.330267
Time to generate candidates for acpc_poker_player_proxy: 0:00:00.266182
Time to generate candidates for acpc_poker_types: 0:00:00.309435
Time to generate candidates for acpc_poker_match_state: 0:00:00.281511
Time to generate candidates for acpc_poker_basic_proxy: 0:00:00.273215
Time to generate candidates for active_admin-advanced_create_another: 0:00:00.279786
Time to generate candidates for active_admin_theme: 0:00:00.288337
Time to generate candidates for about_pos: 0:00:00.295028
Time to generate candidates for abstract_importer: 0:00:00.281602
Time to generate candidates for acceptance_tests_support: 0:00:00.342123
Time to generate candidates for act_blue_reporter: 0:00:00.288136
Time to generate candidates for action_component: 0:00:00.329495
Time to generate candidates for active_admin_import: 0:00:00.278775
Time to generate candidates for accessible_tooltip: 0:00:00.310720
Time to generate candidates for cards_lib: 0:00:00.275606
Time to generate candidates for acquia_toolbelt: 0:00:00.293447
Time to generate candidates for game_shuffle_cards: 0:00:00.295856
Time to generate candidates for act_as_importable: 0:00:00.307304
Time to generate candidates for ackintosh-net-empty_port: 0:00:00.309233
Time to generate candidates for acts_as_crafter: 0:00:00.317709
Time to generate candidates for lang_cards: 0:00:00.324987
Time to generate candidates for active_tools: 0:00:00.302329
Time to generate candidates for workarea-gift_cards: 0:00:00.257169
Time to generate candidates for twitter_cards: 0:00:00.295917
Time to generate candidates for damn-weather: 0:00:00.288468
Time to generate candidates for cinch-weatherman: 0:00:00.312123
Time to generate candidates for dark_sky_weather: 0:00:00.305746
Time to generate candidates for hack_cards: 0:00:00.280269
Time to generate candidates for barometer-weather_bug: 0:00:00.259634
Time to generate candidates for activerecord-db-tools: 0:00:00.290785
Time to generate candidates for ruby_playing_cards: 0:00:00.280727
Time to generate candidates for enpit_weather: 0:00:00.272924
Time to generate candidates for playing_cards: 0:00:00.269823
Time to generate candidates for airservice_build_tools: 0:00:00.262068
Time to generate candidates for ellen-weather: 0:00:00.314629
Time to generate candidates for rubylove-playing_cards: 0:00:00.327582
Time to generate candidates for current_weather: 0:00:00.287776
Time to generate candidates for fortniteapi: 0:00:00.289034
Time to generate candidates for rspec_candy: 0:00:00.306627
Time to generate candidates for candy--sql: 0:00:00.290115
Time to generate candidates for candy_check: 0:00:00.308964
Time to generate candidates for referral_candy: 0:00:00.305996
Time to generate candidates for cinch-logsearch: 0:00:00.278070
Time to generate candidates for capistrano-telegram_notification: 0:00:00.292188
Time to generate candidates for chef-partial_search: 0:00:00.317042
Time to generate candidates for capistrano-telegram: 0:00:00.294805
Time to generate candidates for bing-search: 0:00:00.313854
Time to generate candidates for blinkman-twitter_search: 0:00:00.291557
Time to generate candidates for barely_searchable: 0:00:00.268456
Time to generate candidates for jaconda_telegram: 0:00:00.329284
Time to generate candidates for binary_search_tree: 0:00:00.359546
Time to generate candidates for beerdb_api: 0:00:00.310886
Time to generate candidates for cloud_search: 0:00:00.333898
Time to generate candidates for biblesearch-api: 0:00:00.325583
Time to generate candidates for blacklight_advanced_search: 0:00:00.281608
Time to generate candidates for binary_search_frequency: 0:00:00.293362
Time to generate candidates for aws-elasticsearch: 0:00:00.346786
Time to generate candidates for beer_bash: 0:00:00.340240
Time to generate candidates for telegram_meetup_bot: 0:00:00.279761
Time to generate candidates for lita-onewheel-beer-apex: 0:00:00.296800
Time to generate candidates for bisearch_enzim_hu: 0:00:00.309297
Time to generate candidates for lita-onewheel-beer-baileys: 0:00:00.309953
Time to generate candidates for telegram-bot-types: 0:00:00.291038
Time to generate candidates for telegram_bot_ruby: 0:00:00.281785
Time to generate candidates for lita-onewheel-beer-base: 0:00:00.296520
Time to generate candidates for administrate-field-belongs_to_search: 0:00:00.315506
Time to generate candidates for telegram_bot_middleware: 0:00:00.328879
Time to generate candidates for lita-onewheel-beer-craftpourhouse: 0:00:00.334343
Time to generate candidates for lita-onewheel-beer-loyal-legion: 0:00:00.296849
Time to generate candidates for lita-onewheel-beer-tin-bucket: 0:00:00.317127
Time to generate candidates for activeadmin-searchable_select: 0:00:00.294897
Time to generate candidates for lita-onewheel-beer-wework: 0:00:00.293896
Time to generate candidates for lita-telegram: 0:00:00.293345
Time to generate candidates for telegram_bot_api: 0:00:00.291599
Time to generate candidates for ruboty-telegram: 0:00:00.274235
Time to generate candidates for telegram-bot-ruby: 0:00:00.279248
Time to generate candidates for lita-telegram-plus: 0:00:00.289143
Time to generate candidates for city_search: 0:00:00.289963
Time to generate candidates for chef-cloudsearch: 0:00:00.290007
Time to generate candidates for aws_cloud_search: 0:00:00.277267
Time to generate candidates for activesearch: 0:00:00.295743
Time to generate candidates for amazon-search: 0:00:00.271929
Time to generate candidates for alchemy-pg_search: 0:00:00.317594
Time to generate candidates for arel_search: 0:00:00.274607
Time to generate candidates for lita-onewheel-beer-abvpub: 0:00:00.313564
Time to generate candidates for apple_store_search: 0:00:00.288049
Time to generate candidates for dog_biscuits: 0:00:00.295718
Time to generate candidates for attr_searchable: 0:00:00.253995
Time to generate candidates for lita-onewheel-beer-btu: 0:00:00.268662
Time to generate candidates for datadog-notifications: 0:00:00.272279
Time to generate candidates for lita-onewheel-beer-growlers: 0:00:00.335673
Time to generate candidates for cat-dog: 0:00:00.271741
Time to generate candidates for lita-onewheel-beer-pints: 0:00:00.267557
Time to generate candidates for acts_as_fuzzy_search: 0:00:00.271132
Time to generate candidates for lita-onewheel-beer-upperlip: 0:00:00.269441
Time to generate candidates for airbrake-api: 0:00:00.303620
Time to generate candidates for dragonfly-cloudinary-datastore: 0:00:00.280842
Time to generate candidates for dragonfly-activerecord: 0:00:00.295089
Time to generate candidates for rate_beer: 0:00:00.283074
Time to generate candidates for dragonfly-cloudinary: 0:00:00.272381
Time to generate candidates for lita-onewheel-beer-wayfinder: 0:00:00.295943
Time to generate candidates for first_gem_rakesh: 0:00:00.305608
Time to generate candidates for ad_search: 0:00:00.284141
Time to generate candidates for fig_rake: 0:00:00.283969
Time to generate candidates for crl_watchdog: 0:00:00.270193
Time to generate candidates for datadog-cli: 0:00:00.286195
Time to generate candidates for adapter-elasticsearch: 0:00:00.329896
Time to generate candidates for datadog_apm: 0:00:00.304399
Time to generate candidates for airbrake_notifying_threads: 0:00:00.333172
Time to generate candidates for beer_in_the_evening: 0:00:00.274406
Time to generate candidates for dogapi-demo: 0:00:00.260432
Time to generate candidates for cordova-rake: 0:00:00.288896
Time to generate candidates for blinkist-airbrake-scrubber: 0:00:00.295086
Time to generate candidates for bard-rake: 0:00:00.264089
Time to generate candidates for airbrake_user_attributes_rails5: 0:00:00.286126
Time to generate candidates for fluent-plugin-airbrake-logger: 0:00:00.293781
Time to generate candidates for airbrake_proxy: 0:00:00.266859
Time to generate candidates for fluent-plugin-airbrake-python: 0:00:00.310121
Time to generate candidates for datadog_proxy: 0:00:00.301870
Time to generate candidates for airbrake_user_attributes: 0:00:00.264021
Time to generate candidates for telegram_notifications: 0:00:00.282364
Time to generate candidates for doge_linguist: 0:00:00.306266
Time to generate candidates for doge_helper: 0:00:00.333526
Time to generate candidates for bulldoggy-filesystem: 0:00:00.265359
Time to generate candidates for chef-handler-datadog-demo: 0:00:00.290661
Time to generate candidates for capistrano-airbrake: 0:00:00.283842
Time to generate candidates for capistrano-rake: 0:00:00.287114
Time to generate candidates for capistrano-runit-rake: 0:00:00.274283
Time to generate candidates for dradis-brakeman: 0:00:00.291447
Time to generate candidates for delayed-plugins-airbrake: 0:00:00.263386
Time to generate candidates for doge-chef-formatter: 0:00:00.287772
Time to generate candidates for cucumber_rake_runner: 0:00:00.300510
Time to generate candidates for danger-brakeman: 0:00:00.286685
Time to generate candidates for doge_woof: 0:00:00.313272
Time to generate candidates for dot_rake_tasks_in_rails: 0:00:00.304545
Time to generate candidates for execute_with_rescue_with_airbrake: 0:00:00.292942
Time to generate candidates for airbrake-graylog2: 0:00:00.346120
Time to generate candidates for ceedling-autorake: 0:00:00.304155
Time to generate candidates for dt-rake: 0:00:00.286145
Time to generate candidates for brakeman_translate_checkstyle_format: 0:00:00.276817
Time to generate candidates for chalk-rake: 0:00:00.279546
Time to generate candidates for branch_raker: 0:00:00.289624
Time to generate candidates for python-dateutil: 0:00:00.301684
Time to generate candidates for jellyfish: 0:00:00.297423
Time to generate candidates for simplejson: 0:00:00.286626
Time to generate candidates for django: 0:00:00.311061
Time to generate candidates for colorama: 0:00:00.353673
Time to generate candidates for acquisition: 0:00:00.262507
Time to generate candidates for apidev-coop_cms: 0:00:00.266132
Time to generate candidates for bz2file: 0:00:00.291575
Time to generate candidates for crypto: 0:00:00.300166
Time to generate candidates for django-server-guardian-api: 0:00:00.293847
Time to generate candidates for pwdhash: 0:00:00.304258
Time to generate candidates for setuptools: 0:00:00.289115
Time to generate candidates for telnetsrvlib: 0:00:00.311225
Time to generate candidates for urllib3: 0:00:00.315982
Time to generate candidates for web3-eth: 0:00:00.302722
Time to generate candidates for web3: 0:00:00.275262
Time to generate candidates for wallet-address-validator: 0:00:00.277855
Time to generate candidates for signale: 0:00:00.290263
Time to generate candidates for scryptsy: 0:00:00.277365
Time to generate candidates for bs58: 0:00:00.285590
Time to generate candidates for ripemd160: 0:00:00.295091
Time to generate candidates for react: 0:00:00.303344
Time to generate candidates for path-to-regexp: 0:00:00.268359
Time to generate candidates for lodash: 0:00:00.285052
Time to generate candidates for hw-transport-u2f: 0:00:00.292269
Time to generate candidates for hdkey: 0:00:00.290086
Time to generate candidates for fs-extra: 0:00:00.285143
Time to generate candidates for ecurve: 0:00:00.312786
Time to generate candidates for debug: 0:00:00.273425
Time to generate candidates for ccxt: 0:00:00.284443
Time to generate candidates for crypto-js: 0:00:00.279057
Time to generate candidates for coinstring: 0:00:00.276862
Time to generate candidates for commander: 0:00:00.347939
Time to generate candidates for clone: 0:00:00.277040
Time to generate candidates for coinpayments: 0:00:00.273005
Time to generate candidates for base-x: 0:00:00.279399
Time to generate candidates for bs58check: 0:00:00.278474
Time to generate candidates for bip66: 0:00:00.270664
Time to generate candidates for bip39: 0:00:00.291749
Time to generate candidates for bitcore-lib: 0:00:00.314221
Time to generate candidates for bitcoinjs-lib: 0:00:00.295555
Time to generate candidates for bitcoind-rpc: 0:00:00.301987
Time to generate candidates for bitcoin-ops: 0:00:00.282574
Time to generate candidates for bitcoinjs: 0:00:00.313367
Time to generate candidates for bcoin: 0:00:00.320008
Time to generate candidates for babel-loader: 0:00:00.312815
Time to generate candidates for js-sha3: 0:00:00.274719
Time to generate candidates for buffer-xor: 0:00:00.295916
Time to generate candidates for uglify-js: 0:00:00.279312
Time to generate candidates for requires-port: 0:00:00.294569
Time to generate candidates for log-symbols: 0:00:00.300123
Time to generate candidates for ember-cli-babel: 0:00:00.333859
Time to generate candidates for sparkles: 0:00:00.305851
Time to generate candidates for serialize-javascript: 0:00:00.291804
Time to generate candidates for spdy: 0:00:00.269525
Time to generate candidates for ftp: 0:00:00.281640
Time to generate candidates for mongoose: 0:00:00.313179
Time to generate candidates for mongodb-core: 0:00:00.305210
Time to generate candidates for mongodb: 0:00:00.266297
Time to generate candidates for koa-bodyparser: 0:00:00.287513
Time to generate candidates for koa-multer: 0:00:00.284965
Time to generate candidates for mysql-import: 0:00:00.280568
Time to generate candidates for body-parser-xml: 0:00:00.311915
Time to generate candidates for axios: 0:00:00.299555
Time to generate candidates for browserify: 0:00:00.254028
Time to generate candidates for regenerator: 0:00:00.273130
Time to generate candidates for socket.io: 0:00:00.323488
Time to generate candidates for color-name: 0:00:00.328732
Time to generate candidates for @angular/cli: 0:00:00.279188
Time to generate candidates for express: 0:00:00.290539
Time to generate candidates for bluebird: 0:00:00.294250
Time to generate candidates for gulp: 0:00:00.250950
Time to generate candidates for bower: 0:00:00.314088
Time to generate candidates for yeoman-generator: 0:00:00.290044
Time to generate candidates for jquery: 0:00:00.277976
Time to generate candidates for forever: 0:00:00.295554
Time to generate candidates for color-string: 0:00:00.296433
Time to generate candidates for webpack-cli: 0:00:00.323980
Time to generate candidates for async: 0:00:00.340964
Time to generate candidates for request: 0:00:00.297198
Time to generate candidates for moment: 0:00:00.289396
Time to generate candidates for chalk: 0:00:00.275273
Time to generate candidates for discord.js: 0:00:00.289899
Time to generate candidates for coffeescript: 0:00:00.286857
Time to generate candidates for sqlite: 0:00:00.328116
Time to generate candidates for proxy: 0:00:00.284032
Time to generate candidates for openssl: 0:00:00.248026
Time to generate candidates for opencv: 0:00:00.262822
Time to generate candidates for sass: 0:00:00.289167
Time to generate candidates for mssql: 0:00:00.307003
Time to generate candidates for nodemailer: 0:00:00.290978
Time to generate candidates for ffmpeg: 0:00:00.280021
Time to generate candidates for fabric: 0:00:00.305674
Time to generate candidates for mysql: 0:00:00.283035
Time to generate candidates for http-proxy: 0:00:00.335586
Time to generate candidates for grunt-cli: 0:00:00.296829
Time to generate candidates for d3: 0:00:00.305782
Time to generate candidates for cross-env: 0:00:00.282093
Time to generate candidates for babel-cli: 0:00:00.278870
Missed: 88 of total: 1002
Miss percentage: -0.9122632103688934
Duration: 0:03:55.109072
Missed candidates:

'Missed attacker: aliyun_sdk-core for victim: aliyunsdkcore
'Missed attacker: capistrano_scm-gitsubmodules for victim: N/A
'Missed attacker: applogger_ruby for victim: app_logger
'Missed attacker: jeilyfish for victim: jellyfish
'Missed attacker: colourama for victim: colorama
'Missed attacker: apidev-coop for victim: apidev-coop_cms
'Missed attacker: bzip for victim: bz2file
'Missed attacker: django-server for victim: django-server-guardian-api
'Missed attacker: telnet for victim: telnetsrvlib
'Missed attacker: rceat for victim: react
'Missed attacker: fa-extar for victim: fs-extra
'Missed attacker: degbu for victim: debug
'Missed attacker: bitcoisnj-lib for victim: bitcoinjs-lib
'Missed attacker: bitcionjslib for victim: bitcoinjs-lib
'Missed attacker: zs-sha3 for victim: js-sha3
'Missed attacker: jsmsha3 for victim: js-sha3
'Missed attacker: js-sxa3 for victim: js-sha3
'Missed attacker: js-sla3 for victim: js-sha3
'Missed attacker: js-sia3 for victim: js-sha3
'Missed attacker: js-shc3 for victim: js-sha3
'Missed attacker: js-shas for victim: js-sha3
'Missed attacker: js-sha7 for victim: js-sha3
'Missed attacker: js-rha3 for victim: js-sha3
'Missed attacker: js-qha3 for victim: js-sha3
'Missed attacker: js-cha3 for victim: js-sha3
'Missed attacker: js3ha3 for victim: js-sha3
'Missed attacker: jr-sha3 for victim: js-sha3
'Missed attacker: jq-sha3 for victim: js-sha3
'Missed attacker: jc-sha3 for victim: js-sha3
'Missed attacker: j3-sha3 for victim: js-sha3
'Missed attacker: bs-sha3 for victim: js-sha3
'Missed attacker: ruffer-xor for victim: buffer-xor
'Missed attacker: juffer-xor for victim: buffer-xor
'Missed attacker: fuffer-xor for victim: buffer-xor
'Missed attacker: cuffer-xor for victim: buffer-xor
'Missed attacker: bwffer-xor for victim: buffer-xor
'Missed attacker: bunfer-xor for victim: buffer-xor
'Missed attacker: bufner-xor for victim: buffer-xor
'Missed attacker: buffmr-xor for victim: buffer-xor
'Missed attacker: buffgr-xor for victim: buffer-xor
'Missed attacker: buffez-xor for victim: buffer-xor
'Missed attacker: buffev-xor for victim: buffer-xor
'Missed attacker: buffes-xor for victim: buffer-xor
'Missed attacker: buffermxor for victim: buffer-xor
'Missed attacker: buffer-yor for victim: buffer-xor
'Missed attacker: buffer-xoz for victim: buffer-xor
'Missed attacker: buffer-xov for victim: buffer-xor
'Missed attacker: buffer-xos for victim: buffer-xor
'Missed attacker: buffer-xop for victim: buffer-xor
'Missed attacker: buffer-xob for victim: buffer-xor
'Missed attacker: buffer-xo2 for victim: buffer-xor
'Missed attacker: buffer-xnr for victim: buffer-xor
'Missed attacker: buffer-xmr for victim: buffer-xor
'Missed attacker: buffer-xgr for victim: buffer-xor
'Missed attacker: buffer-por for victim: buffer-xor
'Missed attacker: buffer-hor for victim: buffer-xor
'Missed attacker: buffer-8or for victim: buffer-xor
'Missed attacker: buffep-xor for victim: buffer-xor
'Missed attacker: buffeb-xor for victim: buffer-xor
'Missed attacker: buffe2-xor for victim: buffer-xor
'Missed attacker: bufber-xor for victim: buffer-xor
'Missed attacker: bubfer-xor for victim: buffer-xor
'Missed attacker: btffer-xor for victim: buffer-xor
'Missed attacker: bqffer-xor for victim: buffer-xor
'Missed attacker: b5ffer-xor for victim: buffer-xor
'Missed attacker: uglyfi.js for victim: uglify-js
'Missed attacker: uglyfi-js for victim: uglify-js
'Missed attacker: require-ports for victim: requires-port
'Missed attacker: log-symboles for victim: log-symbols
'Missed attacker: logsymbles for victim: log-symbols
'Missed attacker: ember_cli_babe for victim: ember-cli-babel
'Missed attacker: sparkies for victim: sparkles
'Missed attacker: serilize for victim: serialize-javascript
'Missed attacker: serializes for victim: serialize-javascript
'Missed attacker: mogobd for victim: mongodb
'Missed attacker: koa-body-parse for victim: koa-bodyparser
'Missed attacker: k0a_multer for victim: koa-multer
'Missed attacker: import-mysql for victim: mysql-import
'Missed attacker: regenraotr for victim: regenerator
'Missed attacker: soket.js for victim: socket.io
'Missed attacker: angular-cli for victim: @angular/cli
'Missed attacker: jquerz for victim: jquery
'Missed attacker: colour-string for victim: color-string
'Missed attacker: discordi.js for victim: discord.js
'Missed attacker: coffe-script for victim: coffeescript
'Missed attacker: cofee-script for victim: coffeescript
'Missed attacker: sqliter for victim: sqlite
'Missed attacker: node-opensl for victim: openssl']
